1,Sitetime,Stream,code,Month,year,Stream#,Date,Fire,Rip M-H burn,Rip burn,Basin M-H burn,Basin burn,burn debris,BurnDfRef,trout,Burntrtref,Burn trout,Burn trout  w all,yrs code,StreamDried,NEW Gage,SAN JOSE DISCHARGE,SAN JOSEAvg Daily Disch,SAN JOSE Max disch,DOSD Nr nrst gage,Avg Daily Disch  Nr nrst gage,Max disch  Nr nrst gage,Cumulative Junes dry,Preceding Yr Dry  Duration (ys),Time since dry,Elevation,Latitude,Longitude,yrs since burned,yrs since Disturbance,avg % canopy cover,Max Depth,Avg Max depth,Avg Sed. Depth, temp,DO,FLOW,Conductivity,Leaf CPOM wet wt,Algae CPOM wet wt,Nitella aquatic veg CPOM wet wt,Total inverts,Total non-insects,Total insects,Total amphibians,Turbellaria,Mollusks ,Crustacea,Ephemerop,Plecoptera,Trichoptera,EPT,Odonata,Coleoptera,Hemiptera,OCH,Megaloptera ,Diptera,Sensitive,Medium,Tolerant,Coll-gath,Coll-filt,Filter-lent,Grazer,Predator,Piercer,Shredder,Semi,Uni,Multi,Fast seas,Non-seas,small,medium,large,Cold steno,Cool/warm eury,Warm eury,Pool,Mixed,Riffle,No wings,Weak flght,Strong flght,Rare drift,Occ-com drift,Abund drift,Cut resp,Gills,Atmospheric,Taxa richness,Pielou's J,rarified # taxa,Biotic index,Thermal index,NMS1,NMS2,NMS3,NMS1 13-20,NMS2 13-20,NMS3 13-20,pH,CPOM PH,CPOM PS,FPOM PH,FPOM PS,PH  AFDM(Org),PH Inorg Sed.,PS  AFDM(Org),PS Inorg Sed.,Pool Soft Chl a,Pool Hard Chl a,Av Curr vel  PH,Av Curr vel  PS,Av Depth  PH,Av Depth  PS,Clad PH,Clad PS,Macro PH,Macro PS,,,,,
60,20106sau,San Antonio upper,sau,6,2010,13,6/21/10,Jesusita,0.62,1.00,0.38,0.46,2,2,0,20,20,3,1,1,Mission ,0.0119,0.0776,2.6051,0.0062,0.1072,5.0120,0,0,,138,34.467248,-119.773120,0.86,0.86,27.4,0.5,0.30,0.19,19,10.49,,975,,,,1021,2,1019,146,1,1,0,890,0,24,914,40,14,48,102,1,2,164,84,770,890,1,1,143,108,0,24,6,81,931,983,35,898,72,48,7,999,12,1101,8,58,2,951,68,970,4,47,2,955,64,25,0.46,9.4,5.2445,17.1036,-0.79094,-0.65325,-0.47039,,,,8.53,2.90,2.90,1.15,2.04,2.793,10.264,6.669,52.056,30.26,34.24,0.082,0.040,0.14,0.17,84.0,41.4,84.0,41.4,,,,,
75,20116sau,San Antonio upper,sau,6,2011,13,6/27/11,Jesusita,0.62,1.00,0.38,0.46,2,2,0,20,20,3,2,1,Mission ,0.0136,0.2026,17.2166,0.0204,0.2033,11.0435,0,0,,138,34.467248,-119.773120,1.86,1.86,33.2,0.6,0.40,0.08,17,10.2,,860,,,,1926,6,1920,110,1,5,0,1546,1,21,1568,86,46,167,299,0,53,116,1538,272,1552,47,0,114,291,10,22,2,163,1761,1887,39,1655,182,89,42,1187,697,518,15,1503,6,1660,260,439,7,1480,49,1653,224,25,0.55,10.9,4.7989,19.4226,-0.41885,-1.05733,0.76171,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,20126sau,San Antonio upper,sau,6,2012,13,6/23/12,Jesusita,0.62,1.00,0.38,0.46,2,2,0,20,20,3,2,1,Mission ,0.0025,0.0131,0.2642,0.0008,0.0071,0.1642,0,0,,138,34.467248,-119.773120,2.86,2.86,42.0,0.5,0.35,0.07,22,9.21,,571,,,,479,151,328,21,34,117,0,23,0,32,55,60,46,150,256,5,12,13,110,338,35,0,0,139,291,4,31,11,135,315,394,67,180,215,66,32,419,10,287,139,74,151,124,204,421,53,5,35,119,325,27,0.74,17.2,3.1050,17.7123,-0.38192,0.70817,0.02017,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,20136sau,San Antonio upper,sau,6,2013,13,6/3/13,Jesusita,0.62,1.00,0.38,0.46,2,2,0,20,20,3,2,1,Mission ,0.0020,0.0125,0.2206,0.0006,0.0030,0.0317,0,0.19,0.67,138,34.467248,-119.773120,3.86,3.86,60.1,0.38,0.29,0.04,17,2.57,3,1580,10,0,0,560,220,340,397.5,0,220,0,17.5,0,0,17.5,232.5,40,22.5,295,0,27.5,0,33,520,17.5,0,28,620,293,0,0,18,303,233,535,17.5,290,10,252.5,23,503,28,708,228,23,220,280,60,558,2.5,0,0,250,310,13,0.61,8.1,3.5542,19.4753,-0.92144,0.32443,0.64545,-0.3875,0.83771,-0.28185,,,,,,,,,,,,,,,,,,,,,,,,
134,20146sau,San Antonio upper,sau,6,2014,13,6/26/14,Jesusita,0.62,1.00,0.38,0.46,,,,,,,,0,Mission ,0.0011,0.0063,0.3993,0.0006,0.0045,0.6400,1,0.19,0,138,34.467248,-119.773120,4.86,4.86,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,20156sau,San Antonio upper,sau,6,2015,13,7/3/15,Jesusita,0.62,1.00,0.38,0.46,,,,,,,,0,Mission ,0.0014,0.0120,1.7528,0.0006,0.0036,0.4106,2,0.25,0,138,34.467248,-119.773120,5.86,5.86,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,20166sau,San Antonio upper,sau,6,2016,13,7/26/16,Jesusita,0.62,1.00,0.38,0.46,,,,,,,,0,Mission ,0.0000,0.0104,0.6938,0.0006,0.0034,0.2860,3,0.38,0,138,34.467248,-119.773120,6.86,6.86,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,20176sau,San Antonio upper,sau,6,2017,13,6/17/17,Jesusita,0.62,1.00,0.38,0.46,2,2,0,20,20,3,3,1,Mission ,0.0074,0.1246,12.0346,0.0028,0.0962,9.8542,0,0.52,0.5,138,34.467248,-119.773120,7.94,7.94,10.8,0.48,0.36,0.020,21,7,7,1481,5,5410,0,4562,0,4562,0,0,0,0,4352,0,0,4352,28,60,99,187,1,22,3,138,4367,4353,2,18,0,187,2,0,2,56,4451,4465,43,4377,122,10,3,4375,131,4435,5,122,0,4396,166,4441,3,118,2,4381,179,21,0.13,4.5,4.1153,21.7913,-1.1464,-0.6526,-1.14697,-1.10926,-1.17252,-0.29608,,,,,,,,,,,,,,,,,,,,,,,,
202,20186sau,San Antonio upper,sau,6,2018,13,6/13/18,Jesusita,0.62,1.00,0.38,0.46,2,2,0,20,20,3,3,1,Mission ,0.0006,0.0102,1.2148,0.0003,0.0096,0.9231,0,0.08,0.46,138,34.467248,-119.773120,8.94,8.94,14,0.30,0.27,0.01,26,8,2,2108,5,22,0,371,134,237,450,0,134,0,11,0,0,11,179,10,4,193,0,33,0,9,358,11,0,31,584,194,1,0,1,217,149,353,14,183,15,169,6,358,3,685,136,0,134,222,15,371,0,0,0,190,181,15,0.49,6.7,1.6681,19.5044,-0.94349,0.32578,0.77771,-0.41645,0.97676,-0.19842,,,,,,,,,,,,,,,,,,,,,,,,
219,20206sau,San Antonio upper,sau,6,2020,13,6/25/20,Jesusita,0.62,1.00,0.38,0.46,2,2,0,20,20,3,1,1,Mission ,0.0014,0.0341,2.0954,0.0006,0.0361,2.2483,0,0.17,0.54,138,34.467248,-119.773120,0.50,0.50,27,0.34,0.27,0.09,19.2,9,7,1008,14,36,0,463,7,456,53,0,7,0,98,0,4,102,215,14,7,236,0,118,0,162,300,217,0,0,59,234,2,4,1,349,112,320,142,236,12,214,10,432,20,381,7,128,7,432,24,454,0,9,0,317,146,20,0.62,10.3,1.7591,19.5121,-1.05329,0.26336,0.10576,-0.37025,0.1725,-0.6967,,,,,,,,,,,,,,,,,,,,,,,,
35,20096sjo,San Jose,sjo,6,2009,10,6/19/09,,0.00,0.00,0.00,0.00,0,0,1,01,1,1,4,1,San Jose,0.0031,0.0203,0.5267,0.0031,0.0203,0.5267,0,0,,321,34.492925,-119.803048,53.75,53.75,96.2,1.1,0.834,,15.3,8.61,,861,,,,274,21,253,0,0,21,0,122,1,71,194,44,11,0,55,3,1,184,59,31,122,0,0,29,53,0,70,34,125,115,162,112,129,99,46,66,200,8,178,43,53,21,213,40,194,78,2,3,242,29,22,0.73,14.6,1.9115,16.5711,0.59174,-0.47139,-0.40465,,,,8.42,0.9,10.8,0.6,4.4,0.650,1.768,5.197,16.998,18.91,6.42,0.03,0.01,0.53,0.30,0.0,0.0,0.0,0.0,,,,,
61,20106sjo,San Jose,sjo,6,2010,10,6/21/10,,0.00,0.00,0.00,0.00,0,0,1,01,1,1,4,1,San Jose,0.0119,0.0776,2.6051,0.0119,0.0776,2.6051,0,0,,321,34.492925,-119.803048,54.53,54.53,96.1,1.3,0.97,0.03,13.9,9.66,,780,,,,306,4,302,1,0,4,0,254,5,24,283,15,2,0,17,1,1,253,39,14,254,1,0,4,19,0,29,14,67,225,272,34,232,59,15,24,282,0,261,11,35,4,290,12,231,55,20,6,294,6,16,0.52,10.8,1.3000,15.9384,0.48748,-1.12424,-0.14365,,,,8.46,0.94,3.61,0.11,2.38,0.715,1.251,0.909,4.287,7.20,20.47,0.022,0.014,0.43,0.58,21.0,2.4,21.0,2.4,,,,,
76,20116sjo,San Jose,sjo,6,2011,10,6/22/11,,0.00,0.00,0.00,0.00,0,0,1,01,1,1,4,1,San Jose,0.0133,0.2062,17.2166,0.0133,0.2062,17.2166,0,0,,321,34.492925,-119.803048,55.53,55.53,93.5,1.2,0.94,0.04,14.5,10.3,,758,,,,123,0,123,0,0,0,0,98,6,9,113,5,4,0,9,0,1,108,12,3,98,1,0,1,8,0,15,10,17,96,110,13,106,11,6,14,108,1,104,6,13,0,117,6,101,17,5,7,113,3,13,0.45,10.9,0.8362,16.1188,0.4818,-1.37108,-0.2222,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,20126sjo,San Jose,sjo,6,2012,10,6/28/12,,0.00,0.00,0.00,0.00,0,0,1,01,1,1,4,1,San Jose,0.0034,0.0129,0.2642,0.0034,0.0129,0.2642,0,0,,321,34.492925,-119.803048,56.53,56.53,93.4,1.2,0.98,0.04,15.4,8.99,,405,,,,326,23,303,0,0,23,0,112,1,142,255,26,22,0,48,0,0,210,79,37,109,1,0,47,28,0,141,13,243,70,170,156,96,204,26,102,222,2,174,25,127,23,288,15,158,168,0,2,300,24,17,0.71,10.8,1.2932,16.1426,0.74536,-0.18938,-0.21118,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,20136sjo,San Jose,sjo,6,2013,10,6/14/13,,0.00,0.00,0.00,0.00,0,0,1,01,1,1,4,1,San Jose,0.0023,0.0121,0.2206,0.0023,0.0121,0.2206,0,0,,321,34.492925,-119.803048,57.53,57.53,92.2,1.30,0.94,0.03,15.4,4.79,7,859,146,26,0,430,81,349,0,1,80,0,135,0,131,266,69,10,0,79,3,1,216,94,118,135,0,1,86,81,2,125,32,309,87,255,173,119,241,68,109,291,28,226,88,116,81,313,36,213,217,0,7,338,85,22,0.67,11.2,1.5249,17.0262,0.61485,0.05863,-0.01703,0.59385,0.09775,0.78876,,,,,,,,,,,,,,,,,,,,,,,,
135,20146sjo,San Jose,sjo,6,2014,10,6/26/14,,0.00,0.00,0.00,0.00,0,0,1,01,1,1,4,1,San Jose,0.0011,0.0063,0.3993,0.0011,0.0063,0.3993,0,0,,321,34.492925,-119.803048,58.53,58.53,92.4,1.30,0.95,0.09,16.4,6.75,7,891,43,0,0,407,42,365,0,0,42,0,97,0,187,284,43,5,21,69,1,11,175,116,116,97,0,20,37,68,1,184,30,286,91,181,226,112,254,41,131,251,25,232,40,135,42,313,52,234,172,1,3,338,66,20,0.74,12.0,2.0061,16.9058,0.48599,0.04042,-0.27667,0.44222,-0.28796,0.57033,,,,,,,,,,,,,,,,,,,,,,,,
150,20156sjo,San Jose,sjo,6,2015,10,7/2/15,,0.00,0.00,0.00,0.00,0,0,1,01,1,1,4,1,San Jose,0.0014,0.0120,1.7528,0.0014,0.0120,1.7528,0,0,,321,34.492925,-119.803048,59.61,59.61,91.2,1.20,0.92,0.117,18,8,8,1021,8,0,0,274,24,250,0,0,24,0,36,0,165,201,34,4,7,45,4,0,49,149,76,36,1,7,20,45,1,164,17,204,53,84,190,60,179,35,43,225,6,208,22,44,24,226,24,224,50,0,0,247,27,19,0.65,11.4,1.4475,17.1908,0.23578,0.16374,-0.71385,0.33361,-0.57403,0.42585,,,,,,,,,,,,,,,,,,,,,,,,
165,20166sjo,San Jose,sjo,6,2016,10,7/21/16,,0.00,0.00,0.00,0.00,0,0,0,00,0,0,4,1,San Jose,0.0000,0.0106,0.6938,0.0000,0.0106,0.6938,0,0,,321,34.492925,-119.803048,60.61,60.61,90.9,1.11,0.89,0.06,18,5.6,8,1006,22,0,0,241,22,219,8,3,19,0,19,0,64,83,97,2,21,120,0,16,17,83,140,19,0,17,25,122,1,65,16,165,59,142,98,55,87,98,17,205,18,208,19,22,22,182,37,220,21,0,3,182,56,17,0.73,11.0,2.5453,17.9982,-0.11099,0.71786,-0.06102,0.51542,0.09934,-0.26155,,,,,,,,,,,,,,,,,,,,,,,,
183,20176sjo,San Jose,sjo,6,2017,10,6/19/17,,0.00,0.00,0.00,0.00,0,0,0,00,0,0,4,1,San Jose,0.0076,0.1237,12.0346,0.0076,0.1237,12.0346,0,0,,321,34.492925,-119.803048,61.61,61.61,88.0,1.25,1.01,0.06,17,8,7,967,9,2,0,592,17,575,14,0,17,0,17,1,43,61,447,11,11,469,3,42,39,40,510,17,0,40,29,476,0,44,10,545,34,532,57,79,58,452,39,543,7,550,20,36,17,543,32,552,38,2,1,510,81,23,0.42,11.3,3.1504,17.0491,-0.20438,0.91194,0.61515,0.57056,0.39409,-0.75409,,,,,,,,,,,,,,,,,,,,,,,,
203,20186sjo,San Jose,sjo,6,2018,10,7/18/18,,0.00,0.00,0.00,0.00,0,0,0,00,0,0,4,1,San Jose,0.0000,0.0090,1.2148,0.0000,0.0090,1.2148,0,0,,321,34.492925,-119.803048,62.61,62.61,86,1.22,0.95,0.036,20,10,8,1031,30,91,0,714,20,694,5,1,19,0,130,0,125,255,354,13,61,428,0,11,30,167,517,131,0,10,26,418,9,125,14,493,207,514,200,171,187,356,30,630,54,657,29,33,20,610,84,682,32,0,2,609,103,18,0.58,9.8,4.9078,18.4010,-0.30338,0.61326,-0.32532,0.33756,-0.09126,-0.41969,,,,,,,,,,,,,,,,,,,,,,,,
62,20106sol,San Onofre lower,sol,6,2010,1,6/20/10,Gaviota,0.00,0.00,0.00,0.00,0,0,0,00,0,0,3,1,HO00,0.0099,0.0778,2.6051,0.0003,0.0681,2.6950,0,0,,68,34.478971,-120.189568,5.78,5.78,90.9,0.68,0.45,0.03,15.6,8.46,,904,,,,493,7,486,9,1,6,0,135,2,121,258,48,29,143,220,5,3,211,103,177,111,3,0,57,210,3,118,12,309,170,332,159,75,386,30,118,353,20,290,15,197,7,322,164,230,244,19,9,323,161,25,0.72,15.7,1.5670,16.1809,0.56235,0.14865,0.2698,,,,7.96,3.11,2.28,0.26,0.94,0.173,0.208,1.705,14.210,12.79,2.15,0.028,0.028,0.28,0.34,0.0,0.0,3.0,1.6,,,,,
97,20126sol,San Onofre lower,sol,6,2012,1,7/5/12,Gaviota,0.00,0.00,0.00,0.00,0,0,0,00,0,0,3,1,HO00,0.0040,0.0127,0.2642,0.0003,0.0028,0.0730,0,0,,68,34.478971,-120.189568,7.78,7.78,95.0,0.7,0.49,0.05,16.2,7.82,,875,,,,761,31,730,4,0,31,0,119,1,322,442,96,19,154,269,17,2,369,120,272,116,0,1,57,272,0,319,2,565,194,400,361,69,611,81,264,473,24,423,33,309,31,570,160,370,389,2,5,567,189,25,0.66,12.7,0.5286,16.1164,0.50822,0.20638,0.00156,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,20176sol,San Onofre lower,sol,6,2017,1,7/3/17,Gaviota,0.00,0.00,0.00,0.00,0,0,0,00,0,0,4,1,HO00,0.0045,0.1178,12.0346,0.0015,0.1526,6.3847,,,,68,34.478971,-120.189568,12.86,12.86,87.4,0.84,0.43,0.13,19,9,7,1105,46,12,0,847,1,846,24,0,1,0,189,0,271,460,259,2,104,365,21,0,239,123,484,189,0,0,24,388,0,270,5,607,234,545,301,131,458,257,180,662,4,687,3,181,1,735,111,587,260,0,1,739,107,17,0.69,8.8,3.6096,15.6480,0.05144,0.20652,-0.12857,0.28186,-0.08752,0.05825,,,,,,,,,,,,,,,,,,,,,,,,
36,20096sou,San Onofre upper,sou,6,2009,2,6/21/09,Gaviota,0.00,0.00,0.00,0.00,0,0,0,00,0,0,3,1,HO00,0.0034,0.0202,0.5267,0.0004,0.0051,0.1461,0,0,,94,34.481451,-120.189003,5,5,90.4,1.1,0.798,,16,8.92,,879,,,,665,0,665,4,0,0,0,184,1,141,326,99,129,72,300,36,3,181,287,194,167,0,0,78,270,15,138,21,534,108,432,231,192,368,103,108,540,15,495,23,150,0,492,173,430,232,3,5,515,145,32,0.76,16.9,2.9116,15.9301,0.22394,0.08327,-0.44228,,,,8.28,1.5,5.0,0.4,1.6,0.722,3.212,3.140,19.164,34.49,13.38,0.01,0.01,0.19,0.53,0.0,0.0,0.0,0.0,,,,,
77,20116sou,San Onofre upper,sou,6,2011,2,6/28/11,Gaviota,0.00,0.00,0.00,0.00,0,0,0,00,0,0,3,1,HO00,0.0116,0.2019,17.2166,0.0071,0.1319,9.1355,0,0,,94,34.481451,-120.189003,6.78,6.78,93.9,1.0,0.77,0.19,15.8,10.18,,403,,,,347,0,347,7,0,0,0,117,0,82,199,31,6,101,138,8,2,159,55,133,112,1,0,12,147,0,82,0,217,130,256,91,42,274,31,80,267,0,235,3,116,0,244,103,146,173,28,1,243,103,17,0.73,11.6,2.7058,15.6042,0.56262,-0.15427,0.47474,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,20136sou,San Onofre upper,sou,6,2013,2,6/8/13,Gaviota,0.00,0.00,0.00,0.00,0,0,0,00,0,0,4,1,HO00,0.0017,0.0123,0.2206,0.0001,0.0100,0.2632,0,0,,94,34.481451,-120.189003,8.78,8.78,93.6,0.67,0.43,0.04,15.4,5.7,7,881,54,0,0,1001,28,973,5,0,28,0,194,0,382,576,67,5,297,369,24,4,401,227,371,196,0,0,33,395,0,382,4,569,426,471,528,136,812,51,311,571,117,637,29,340,28,670,303,571,427,3,4,668,329,24,0.61,10.7,2.9258,16.7137,0.61832,0.3628,-0.03833,0.81238,0.06203,0.52487,,,,,,,,,,,,,,,,,,,,,,,,
185,20176sou,San Onofre upper,sou,6,2017,2,7/3/17,Gaviota,0.00,0.00,0.00,0.00,0,0,0,00,0,0,4,1,HO00,0.0045,0.1178,12.0346,0.0015,0.1526,6.3847,0,0,,94,34.481451,-120.189003,12.86,12.86,89.7,1.20,0.88,0.15,16,9,7,1060,71,4,0,668,1,667,4,0,1,0,106,1,88,195,397,4,56,457,15,0,147,42,479,106,0,0,4,475,0,87,5,579,84,560,108,32,238,398,71,595,2,598,3,71,1,604,63,504,163,1,2,605,61,18,0.51,8.6,5.0701,15.4146,0.1078,0.59315,0.47436,0.6967,0.29209,-0.30226,,,,,,,,,,,,,,,,,,,,,,,,
204,20186sou,San Onofre upper,sou,6,2018,2,6/26/18,Gaviota,0.00,0.00,0.00,0.00,0,0,0,00,0,0,4,1,HO00,0.0000,0.0097,1.2148,0.0002,0.0152,2.9625,0,0,,94,34.481451,-120.189003,13.86,13.86,91,1.21,0.92,0.097,16,8,8,1057,100,0,0,756,0,756,1,0,0,0,168,1,172,341,264,7,136,407,1,7,263,126,366,172,0,1,9,405,0,170,38,534,183,491,264,62,435,258,143,567,45,591,2,164,0,578,178,489,267,0,5,609,142,22,0.61,9.7,3.0987,16.0953,0.33489,0.46541,0.19604,0.73646,0.21628,0.04035,,,,,,,,,,,,,,,,,,,,,,,,
220,20206sou,San Onofre upper,sou,6,2020,2,6/29/20,Gaviota,0.00,0.00,0.00,0.00,0,0,0,00,0,0,4,1,HO00,0.0014,0.0337,2.0954,0.0310,0.0532,1.4743,0,0,,94,34.481451,-120.189003,15.86,15.86,91,1.40,0.81,0.13,16.5,9,7,938,36,1,0,681,0,681,9,0,0,0,227,1,203,431,133,30,80,243,7,0,297,181,203,211,0,0,48,230,0,201,5,520,156,415,266,125,430,126,167,470,44,423,5,262,0,584,97,319,321,41,3,595,83,24,0.72,13.9,3.1396,16.1934,0.42718,0.01673,0.17373,0.54603,0.08415,0.55663,,,,,,,,,,,,,,,,,,,,,,,,
78,20116srl,San Roque lower,srl,6,2011,15,7/10/11,Jesusita,1.00,1.00,0.66,0.76,2,2,0,20,20,3,2,1,Mission ,0.0102,0.1938,17.2166,0.0127,0.1946,11.0435,0,0,,139,34.457145,-119.729014,1.86,1.86,48.9,1.1,0.68,0.16,20.4,9.78,,986,,,,918,549,369,1011,24,525,0,232,0,8,240,58,42,20,120,0,9,18,239,655,235,2,5,1529,128,22,8,9,102,801,871,41,797,55,60,5,852,55,1136,562,231,549,304,65,693,24,201,26,298,594,25,0.46,9.5,5.7636,18.9079,-0.99067,-0.23655,0.83536,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,20126srl,San Roque lower,srl,6,2012,15,6/22/12,Jesusita,1.00,1.00,0.66,0.76,2,2,0,20,20,3,2,1,Mission ,0.0048,0.0132,0.2642,0.0014,0.0072,0.1642,0,0,,139,34.457145,-119.729014,2.86,2.86,50.5,0.7,0.51,0.06,19.8,6.19,,550,,,,1448,799,649,237,3,796,0,342,0,71,413,121,12,61,194,0,42,74,55,1315,348,0,36,1034,190,7,70,15,243,1186,1346,98,1198,110,136,36,1384,24,798,807,80,799,561,88,1402,40,6,7,533,908,23,0.55,11.0,6.5579,19.2632,-0.9586,-0.09651,0.02482,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,20136srl,San Roque lower,srl,6,2013,15,6/4/13,Jesusita,1.00,1.00,0.66,0.76,2,2,0,20,20,3,2,1,Mission ,0.0017,0.0125,0.2206,0.0006,0.0030,0.0317,0,0.19,0.67,139,34.457145,-119.729014,3.86,3.86,69.9,0.49,0.38,0.06,17.6,3.21,3,2438,56,0,0,500,208,292,332,12,196,0,40,0,0,40,117,14,89,220,0,32,0,43,453,40,0,32,528,229,3,0,31,132,333,461,35,274,101,121,2,487,7,610,206,16,208,162,130,488,12,0,12,157,331,17,0.62,9.4,3.6809,19.0962,-0.81612,0.29788,0.45821,-0.36563,0.64627,-0.09767,,,,,,,,,,,,,,,,,,,,,,,,
136,20146srl,San Roque lower,srl,6,2014,15,6/20/14,Jesusita,1.00,1.00,0.66,0.76,2,2,0,20,20,3,3,1,Mission ,0.0017,0.0064,0.3993,0.0006,0.0046,0.6400,1,0.19,0,139,34.457145,-119.729014,4.86,4.86,80.0,0.58,0.34,0.09,18,0.59,7,3305,30,0,0,604,342,262,209,0,342,0,55,0,0,55,77,42.1,38,157.1,0,50,0,23,565,61.7,0,50,551,145,5,0,8,147,433,531.4,56.7,473.1,73,42,5,581,2,446,364,4,342,183.4,78.7,604,0,0,1.7,132,470,19,0.61,11.2,5.9561,19.4876,-1.12601,0.0456,0.43326,-0.76329,0.64764,-0.19033,,,,,,,,,,,,,,,,,,,,,,,,
151,20156srl,San Roque lower,srl,6,2015,15,6/22/15,Jesusita,1.00,1.00,0.66,0.76,2,2,0,20,20,3,3,1,Mission ,0.0014,0.0124,1.7528,0.0006,0.0037,0.4106,2,0.25,0,139,34.457145,-119.729014,5.94,5.94,83.1,0.64,0.40,0.10,20,2,1,3087,200,0,2,556.5,240.5,316,128,2,239,0,46,0,0,46,69.5,60.5,53,183,0,87,0,64,450,52,0,87,367,177,2,0,54,124,337,447,67.5,409.5,63.5,41,0,506,9,409,263,13,240.5,159,157,555,2,0,2,116,439,18,0.74,13.4,4.2725,19.3654,-1.12122,0.15121,0.35953,-0.70252,0.62916,-0.08845,,,,,,,,,,,,,,,,,,,,,,,,
166,20166srl,San Roque lower,srl,6,2016,15,7/15/16,Jesusita,1.00,1.00,0.66,0.76,,,,,,,,0,Mission ,0.0000,0.0108,0.6938,0.0006,0.0036,0.2860,3,0.38,0,139,34.457145,-119.729014,6.94,6.94,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,20176srl,San Roque lower,srl,6,2017,15,6/18/17,Jesusita,1.00,1.00,0.66,0.76,2,2,0,20,20,3,3,1,Mission ,0.0079,0.1242,12.0346,0.0028,0.0958,9.8542,0,0.52,0.5,139,34.457145,-119.729014,7.94,7.94,50.7,0.70,0.54,0.08,18,4,7,1869,44,2845,0,376,298,78,294,2,296,0,20,0,0,20,22,16,13,51,0,7,0,17,356,20,2,5,574,68,1,0,0,40,333,371,2,336,15,22,12,360,1,369,297,4,298,47,31,372,2,2,4,42,330,14,0.50,7.8,4.0435,19.4419,-1.16369,-0.00221,0.71397,-0.81958,0.92784,-0.10093,,,,,,,,,,,,,,,,,,,,,,,,
205,20186srl,San Roque lower,srl,6,2018,15,6/9/18,Jesusita,1.00,1.00,0.66,0.76,2,2,0,20,20,3,3,1,Mission ,0.0008,0.0103,1.2148,0.0006,0.0098,0.9231,0,0.08,0.46,139,34.457145,-119.729014,8.94,8.94,61,0.76,0.53,0.06,17,7,7,1734,221,2,0,568,309,259,284,0,305,4,1,0,0,1,245,7,2,254,0,4,0,5,557,5,0,4,589,254,0,0,2,252,308,560,2,315,2,245,3,559,0,541,311,0,309,250,9,564,0,4,0,250,318,10,0.53,4.5,5.9760,19.5000,-0.94495,0.46608,0.72871,-0.29931,0.97834,-0.35548,,,,,,,,,,,,,,,,,,,,,,,,
221,20206srl,San Roque lower,srl,6,2020,15,6/12/20,Jesusita,1.00,1.00,0.66,0.76,2,2,0,20,20,3,4,1,Mission ,0.0054,0.0358,2.0954,0.0008,0.0378,2.2483,0,0.17,0.54,139,34.457145,-119.729014,10.94,10.94,73,0.91,0.58,0.04,16.8,11,7,1112,32,685,0,330,79,251,652,0,79,0,17,0,3,20,189,16,23,228,0,3,6,19,304,17,4,0,731,220,8,2,5,207,118,313,16,111,30,189,10,320,0,886,88,8,79,203,48,318,7,5,3,209,118,15,0.41,6.8,4.4230,19.0934,-0.80834,0.26591,0.83159,-0.35061,0.98199,-0.08236,,,,,,,,,,,,,,,,,,,,,,,,
63,20106sru,San Roque upper,sru,6,2010,14,6/17/10,Jesusita,0.00,0.92,0.63,0.69,1,1,0,10,10,5,1,1,Mission ,0.0108,0.0786,2.6051,0.0065,0.1088,5.0120,0,0,,214,34.465553,-119.731284,0.86,0.86,94.9,1.0,0.48,0.21,18.1,9.38,,784,,,,267,1,266,87,1,0,0,177,0,2,179,59,12,10,81,5,1,123,72,72,177,0,0,88,88,0,1,6,82,179,253,14,180,28,59,12,253,2,302,0,52,1,239,27,202,17,48,2,243,22,17,0.67,10.8,2.6616,16.6650,-0.45229,-0.48907,0.57515,,,,8.17,1.72,2.40,0.49,0.94,0.682,3.248,2.582,21.340,23.59,11.35,0.098,0.026,0.17,0.33,59.4,35.0,59.4,35.0,,,,,
